epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.30420286469959246,0.018135064457279432,0.7669369331447975,0.0,155.18490980000934,218.30119590001414,373.4861057000235,True
2,0.27262840697214985,0.01077795565928097,0.7155504035640744,0.0,157.17326830000093,219.0142216999957,376.1874899999966,False
3,0.2650179907179209,0.06208324936905061,0.7322976584480787,0.024831958672106608,156.45514170000388,221.5039337999915,377.9590754999954,True
4,0.2610589702280737,0.008149860911786131,0.6623238532988304,0.018624161073825505,155.5267235999927,221.52960850001546,377.05633210000815,False
5,0.24664107728478435,0.21660282471138423,0.7923858530169147,0.04017397655964673,158.05486299999757,221.84030470001744,379.895167700015,True
6,0.24629178377448008,0.025019140518303912,0.7976475494561845,0.05145330859616574,157.0411023000197,220.83118930002092,377.8722916000406,False
7,0.2210959834610877,0.012521977034000152,0.6755807456530688,0.012342706524907177,156.75693380000303,221.45125899999402,378.20819279999705,False
8,0.22627493447277439,0.025690570259431795,0.7540420798406381,0.018502994011976047,156.63912119998713,221.13992660000804,377.77904779999517,False
9,0.2109496449565058,0.04771885880293074,0.806998431040321,0.027374932859180235,156.56413860002067,222.59976569999708,379.16390430001775,False
10,0.2204016963240841,0.12107218134944875,0.7436107930488642,0.02096963311638656,156.82222079997882,223.40821540000616,380.230436199985,False
11,0.19761492854060855,0.01624990791784721,0.7721635411102648,0.02073990149333585,212.52462419998483,230.60582179998164,443.13044599996647,False
12,0.19887023681161625,0.02001295535890344,0.7877430294186425,0.022475964636440963,164.48243699999875,233.37687839998398,397.85931539998273,False
13,0.19162269827017958,0.11343459025910939,0.7694629480699358,0.02199870812955615,158.0422045000014,221.92514030000893,379.9673448000103,False
