epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.30364549015031667,0.016908296165216816,0.8497992475054879,0.0,179.06881849999627,288.5629131999958,467.6317316999921,True
2,0.2718642830841449,0.017014364319396923,0.879632266469997,0.013501510037306805,158.70151359999727,265.0446841000012,423.74619769999845,True
3,0.26825359416016753,0.014932409324771146,0.8683466872577179,0.02015411973918198,157.79766519999976,263.78620890000457,421.5838741000043,False
4,0.26540461122032555,0.026354734917296885,0.8689552645945028,0.036260890040028255,158.39256739999837,265.71059989999776,424.10316729999613,True
5,0.24264427359572457,0.014304004577890743,0.8641295908970734,0.026403867608776495,160.05689540000458,254.47204760000022,414.5289430000048,False
6,0.24383459114242248,0.038526882862850664,0.8690808822604023,0.09761766414875073,159.08550079999986,263.74469970000064,422.8302005000005,True
7,0.23253976033702073,0.036746100574280655,0.8884649586700937,0.1069403186605455,156.10626220000267,265.77591309999843,421.8821753000011,False
8,0.23342675089699277,0.02749814856364543,0.8912430122727559,0.07980255039078568,156.12067070000194,264.58108119999815,420.7017519000001,False
9,0.21775735863092696,0.04590078817574237,0.8851889438615634,0.09800732004880032,156.53564259999985,265.386224899994,421.9218674999938,True
10,0.22295880838645538,0.03068392916550756,0.8987749958347677,0.08987186238371073,157.09586529999797,257.6519578000007,414.74782309999864,False
11,0.21155481022752762,0.01943880383402334,0.8833702687189546,0.05181133243884818,155.4804906999998,255.9184086000023,411.3988993000021,False
12,0.2108696264386235,0.016632459374995287,0.8899583263016687,0.03684393465415363,157.31446750000032,261.68987339999876,419.0043408999991,False
13,0.19684921383768278,0.024240156422192398,0.9035889406060817,0.026951186644894334,153.7931247000015,260.5368654999984,414.3299901999999,False
14,0.18972991479357126,0.027647008841735144,0.8969819704010078,0.0343752266299224,155.4966609999974,258.02151230000163,413.51817329999903,False
15,0.1829279370598561,0.03563915680012813,0.892580104429892,0.053804765564950036,156.57050629999867,267.7810881000041,424.3515944000028,False
16,0.18107658862770717,0.029936788769860456,0.902730940392624,0.04847750340857446,155.2777247000049,265.0687078999981,420.346432600003,False
17,0.17630356646641746,0.040075720612351595,0.9132683441992512,0.035314839277851166,156.98208059999888,269.88200199999847,426.86408259999735,False
