epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.31520634611928544,0.0655426294816037,0.8620038198206612,0.0,158.58649370001513,214.7421315999818,373.32862529999693,True
2,0.2920259950431281,0.1858886406263413,0.9012619992420592,0.0,158.38370649999706,214.78990299999714,373.1736094999942,True
3,0.2949570487659242,0.12043148915002219,0.8817382208637091,0.0,159.25729940002202,213.40486080001574,372.66216020003776,False
4,0.2828143984049006,0.11417176654734623,0.6834422542674163,0.0,158.35657050000736,214.49471969998558,372.85129019999295,False
5,0.2762463277906372,0.34309996443314517,0.8754836393046028,0.20309050772626933,158.71171529998537,214.9026423000032,373.6143575999886,True
6,0.26270362187584106,0.0178516264490152,0.6472490712344315,0.025168571737641077,158.5621250999975,212.6770428000018,371.2391678999993,False
7,0.24939636429092077,0.09583726720349452,0.8607924468227631,0.06786427145708583,159.72529639999266,213.0816128999868,372.80690929997945,False
8,0.24544929109248556,0.033457628146787856,0.7960339893883056,0.01738764288456537,159.49565630001598,213.89122119999956,373.38687750001554,False
9,0.22013763639084116,0.009360282257546001,0.7071614628030123,0.02560282513932572,159.0543888999964,214.88473960000556,373.93912850000197,False
10,0.22070352842102772,0.24435924741671197,0.8930454900369091,0.32331685051350323,158.3888949000102,213.04226670000935,371.43116160001955,False
11,0.21258344688599068,0.04794739856188618,0.8659340268883571,0.08964938064245223,159.00938120001229,212.8747381999856,371.88411939999787,False
12,0.20144820609417707,0.027744162692481263,0.8610292246519033,0.07868223252838638,159.69837749999715,215.48617709998507,375.1845545999822,False
13,0.1934460014709721,0.0934920059287126,0.8652841513943664,0.1333634719710669,159.55211839999538,215.36429399999906,374.91641239999444,False
