epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.30101231367070685,0.005192002440328192,0.4200251211809865,0.0,161.79007630000706,168.16739580000285,329.9574721000099,True
2,0.283627434340503,0.008286383305141521,0.40422570832544863,0.0,160.87434650000068,167.7118585999997,328.58620510000037,True
3,0.2812226018873568,0.021404215326539605,0.4929196740727996,0.0,161.68517850000353,169.77267220000795,331.4578507000115,True
4,0.2665141636035865,0.008923609106568626,0.5101849852381783,0.02872340425531915,162.50101799999538,169.21465569999418,331.71567369998957,False
5,0.25830188415101235,0.017362614994600026,0.5274399215994208,0.01589825119236884,163.7236433000071,171.2916600999888,335.0153033999959,False
6,0.23323951054418746,0.013951239060440709,0.6309996174386058,0.04862444017914268,162.20960270000796,167.92524420001428,330.13484690002224,False
7,0.24194743397313104,0.01754536751763797,0.572906384534082,0.04073853484216796,162.56756539999333,168.15081819999614,330.71838359998947,False
8,0.2262616964203517,0.019789024261678823,0.5394714301540835,0.019275429633070135,163.05587409999862,169.89323679999507,332.9491108999937,False
9,0.20717062205185546,0.025911657154924467,0.5840351644147168,0.013828899805357309,163.7243598000059,167.52509309999004,331.24945289999596,True
10,0.18542384729013428,0.12590593907559822,0.7616407782837417,0.1458131889383098,162.81327640000382,167.57573789999878,330.3890143000026,True
11,0.20719316299297497,0.0062285717337120326,0.4230590469492596,0.0163727959697733,162.98907869998948,167.9170071999979,330.9060858999874,False
12,0.17572266211611404,0.009744086446333925,0.4846159943682242,0.0075891108499804155,163.7736145999952,172.63939549999486,336.41301009999006,False
13,0.17759259717306924,0.018952805619303636,0.5627584353954,0.01415322191092648,163.91960259999905,167.070991399989,330.99059399998805,False
14,0.16872711850444122,0.017253158590077377,0.5263389918337493,0.010073958462657184,161.8410666000127,167.64789780000865,329.48896440002136,False
15,0.15459265893085333,0.023447448316788005,0.5444360219761172,0.009413944270311609,161.51300570000603,169.107053300002,330.62005900000804,False
16,0.14397036547035932,0.03531245599408554,0.5711358631896902,0.01160927813508556,163.16567030000442,167.83583259998704,331.00150289999146,False
17,0.14244283481523493,0.008971493501645384,0.4745806004444517,0.006250926802559686,161.6916901000077,171.44340150000062,333.1350916000083,False
18,0.1400333361026997,0.17461121572447028,0.7587949070023657,0.01758469603317424,163.2504953000025,171.58354099999997,334.8340363000025,True
19,0.1382795972595247,0.010459750278717445,0.5059772133847581,0.007082525781829493,164.14569429999392,166.57592119999754,330.72161549999146,False
20,0.13047258257533578,0.030027481958696284,0.551785014651426,0.010959071846205651,239.5035782999912,223.2282053999952,462.7317836999864,False
21,0.11784695071243363,0.019313505221489245,0.5163368621050685,0.007400006587542956,237.00563549999788,223.46288409999397,460.46851959999185,False
22,0.12420010176138799,0.021963340265200727,0.5827071812171768,0.012562688064192577,233.09781159998965,220.55325799999991,453.65106959998957,False
23,0.1204229357382546,0.03288556329328298,0.5473084470676335,0.010071927159142824,236.1666150000092,220.4569257000112,456.6235407000204,False
24,0.12187222653872046,0.005917603391735969,0.4878244744797909,0.008539635987233675,238.35722689999966,220.6818215000094,459.03904840000905,False
25,0.12218547730615088,0.08208260842069347,0.6814950194623323,0.016450715275138826,233.9957632000005,219.24920639999618,453.2449695999967,False
26,0.11086014823775713,0.06493530301777423,0.6467241031742489,0.014682037271495524,229.01191200000176,239.51175859999785,468.5236705999996,False
