epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.28510367866978326,0.04674906319967974,0.894711648582615,0.0,199.16628809999384,272.286391799993,471.45267989998683,True
2,0.28646810237835574,0.011316116730802305,0.6817077815758397,0.0,199.42127819999587,263.65171669999836,463.0729948999942,False
3,0.2703316404450217,0.17568361397629098,0.8822758345679109,0.20343461030383092,200.38124889999744,273.50061379998806,473.8818626999855,True
4,0.2587525928916662,0.06568354756628585,0.8423595080933519,0.13435897435897437,200.95127799999318,273.8347139999969,474.7859919999901,False
5,0.24572730141813443,0.0383264558326329,0.8090957453356766,0.08141321044546851,199.44114710000576,273.3892366000073,472.83038370001304,False
6,0.24307736188377066,0.1481090591401876,0.8970535940268364,0.2755344418052256,191.59973390000232,266.80155200000445,458.40128590000677,False
7,0.23710975199511772,0.003928748490017178,0.5591068869853222,0.0028390540271981375,202.52937260000908,276.4461291000043,478.9755017000134,False
8,0.2323171525463272,0.004738065913039937,0.6389771447748509,0.00746861886011129,205.84766899999522,273.72222820000025,479.56989719999547,False
9,0.2145338530558108,0.2446085009753666,0.9241997462359453,0.338855421686747,187.2870375999919,221.9025338000065,409.1895713999984,True
10,0.22374746336089377,0.04587723897562111,0.8856801248582278,0.06995750245178163,151.26598920000833,226.91983549999713,378.18582470000547,False
11,0.20600894477846107,0.14059468003089856,0.9155235639399654,0.16743023740108287,150.69040009999298,214.32462959999975,365.01502969999274,False
12,0.20510268743551194,0.007934057149830493,0.7859845006517403,0.012959215442092154,149.6870951000019,213.5142945999978,363.2013896999997,False
13,0.18956517258370617,0.07011832041631343,0.9214450417427642,0.16438950336152677,149.65495850000298,215.4508679999999,365.1058265000029,False
14,0.1838436734434386,0.018959859006062393,0.8722656705360561,0.03456221198156682,149.46863240000675,214.4592808999878,363.92791329999454,False
15,0.17855618084506192,0.03134164630193944,0.8928407078167844,0.05879742622587087,149.00053590000607,213.96592049999163,362.9664563999977,False
16,0.19053972612545972,0.026550366462825187,0.888634592909354,0.04496208017334778,148.36945440000272,217.7204059999931,366.0898603999958,False
17,0.18333057227511235,0.019904236068502813,0.8803718585441087,0.039139025518140164,150.23297510000702,215.09327840000333,365.32625350001035,False
