epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.31636501895638697,0.0048875280561812015,0.392773710467242,0.0,205.2607971000034,213.47828049999953,418.73907760000293,True
2,0.2945173539082364,0.00741304235484512,0.5462476423613128,0.0,223.90940169999521,212.27699420000135,436.18639589999657,True
3,0.2693289675247936,0.02524054863115034,0.42903889620233027,0.054287476866132015,221.40338530000008,206.48246740000468,427.88585270000476,True
4,0.2606568322535202,0.02120331787509204,0.5247157715417727,0.039396346306592535,219.093692800001,194.24579140000424,413.33948420000524,False
5,0.253598623062894,0.08235823178518714,0.7152746127973941,0.03777319587628866,220.14454439999827,211.85843279999972,432.002977199998,True
6,0.244324521440997,0.014499165954069793,0.5236462902977881,0.01952336071091962,217.8157657999982,210.58505149999837,428.40081729999656,False
7,0.22550597418008833,0.02793837388397658,0.4944804553738003,0.06451612903225806,229.51408499999525,209.0331700999959,438.54725509999116,False
8,0.21125094243804338,0.03504676281435219,0.6876804846335921,0.049886621315192746,219.20079660000192,215.1493216000017,434.35011820000364,False
9,0.20274549329678349,0.01774546179192789,0.5894772485770726,0.01711324468726148,225.83382119999442,214.96951759999502,440.80333879998943,False
10,0.19198299647772776,0.0107152991181956,0.5078838573187087,0.021538461538461538,218.85533630000282,211.30899900000077,430.1643353000036,False
11,0.18986915469582114,0.06079345207803814,0.6798775554172791,0.1030543250174866,225.95522419999907,210.85412689999794,436.809351099997,False
12,0.17516925964862018,0.011068164779053168,0.4864134118218409,0.014690982776089158,200.46183459999884,213.43060379999952,413.89243839999835,False
13,0.1572966404065648,0.008123394352602783,0.5378300895076719,0.019328117809479982,227.12115099999937,213.56476819999807,440.68591919999744,False
