epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.30775625665206185,0.033687295492234634,0.8849917338697026,0.0,152.0943112999994,200.25930359999984,352.35361489999923,True
2,0.28426611302660315,0.01705791412809276,0.8210808317328013,0.0,154.74994490000245,198.9974869999969,353.74743189999936,False
3,0.2708591015094458,0.25412153885631833,0.9237159083467563,0.1902639698320192,153.5212724999983,215.33393559999968,368.855208099998,True
4,0.2542440389177295,0.4004063605732654,0.9275172647483452,0.4206773618538324,160.003048999999,213.61355340000227,373.6166024000013,True
5,0.24378321550984997,0.16852891233993875,0.8991466779166488,0.21804511278195488,160.6899787000002,223.81931130000157,384.5092900000018,False
6,0.23797393358905494,0.038177606377501526,0.9034843537237651,0.05148690634709276,161.0357470999952,229.26073760000145,390.29648469999665,False
7,0.22814547154405032,0.33166917455540534,0.9315405041993552,0.285349015597034,160.82987620000495,217.76420079999662,378.59407700000156,False
8,0.21875251218486624,0.007167222314216202,0.7859580432947324,0.011277631268626315,159.88372620000155,216.43341019999934,376.3171364000009,False
9,0.21654058803097748,0.1004435497284047,0.9101040687703426,0.09068746952705997,160.99694500000624,217.95946379999805,378.9564088000043,False
10,0.21207523778370516,0.325677565949201,0.9367062153737635,0.36234567901234566,161.1872854999965,220.5301455000008,381.7174309999973,False
11,0.1937446689095414,0.009394685624676267,0.8120403593107842,0.01966364812419146,159.94128559999808,219.3139142,379.2551997999981,False
12,0.18843965145953984,0.014665666991447304,0.866682191706324,0.03080872913992298,182.41526700000395,291.2637576999987,473.6790247000026,False
