epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.3113060714766428,0.03653332179861218,0.8757110754670008,0.07301980198019802,197.03340640000533,244.32459280001058,441.3579992000159,True
2,0.27839825556229975,0.040807486368715014,0.8787241669527367,0.14774281805745554,187.08576080000785,242.8395545000094,429.92531530001725,True
3,0.2751431313494183,0.07859058656221987,0.8917964635639797,0.1142451658683697,212.0423756000091,246.07892469999206,458.12130030000117,True
4,0.25433363712510965,0.05444932868984658,0.8919301134954671,0.11070707070707071,216.1467343999975,243.91601000000082,460.06274439999834,False
5,0.24866078420699803,0.047274760511719714,0.8854132007619272,0.09793253536452666,214.84643780000624,236.96949770000356,451.8159355000098,False
6,0.24784483857942277,0.039596385636169476,0.9017212118493835,0.08204535605951177,215.69334299999173,245.26609199999075,460.9594349999825,False
7,0.24739603873739768,0.026140313035531243,0.888428813154037,0.047992616520535304,214.79479700000957,244.63993400000618,459.43473100001574,False
8,0.23338556625379045,0.023256191331510617,0.8749225217458502,0.06582922563205597,216.0368807999912,245.88532240000495,461.92220319999615,False
9,0.20157725523542785,0.03237006910240534,0.8878519846033968,0.0830820770519263,215.58991699999024,241.21665529999882,456.80657229998906,False
10,0.20974070654154167,0.02472346705288948,0.8728678610130911,0.030995211595703377,209.6555803999945,240.1397183999943,449.7952987999888,False
11,0.18495912203523326,0.06108049937615554,0.8884570094189697,0.14781491002570693,208.93767669999215,241.38001890000305,450.3176955999952,False
